freq[Hz],db:Trc2_S21,ang:Trc2_S21,,,,
1.184828276092031E+011,-6.24E+00,-5.71E+01,,,,
1.185028342780927E+011,-6.15E+00,-9.76E+01,,,,
1.185228409469823E+011,-6.32E+00,-1.37E+02,,,,
1.185428476158720E+011,-6.42E+00,-1.76E+02,,,,
1.185628542847616E+011,-6.35E+00,1.460017696767491E+002,,,,
1.185828609536512E+011,-6.11E+00,1.066418869778504E+002,,,,
1.186028676225409E+011,-5.96E+00,6.582759482456176E+001,,,,
1.186228742914305E+011,-6.02E+00,2.506644376401551E+001,,,,
1.186428809603201E+011,-6.04E+00,-1.48E+01,,,,
1.186628876292097E+011,-5.95E+00,-5.48E+01,,,,
1.186828942980994E+011,-5.79E+00,-9.61E+01,,,,
1.187029009669890E+011,-5.81E+00,-1.38E+02,,,,
1.187229076358786E+011,-5.93E+00,-1.79E+02,,,,
1.187429143047683E+011,-5.99E+00,1.403992163959041E+002,,,,
1.187629209736579E+011,-5.93E+00,9.988854704687864E+001,,,,
1.187829276425475E+011,-5.82E+00,5.843258165442845E+001,,,,
1.188029343114372E+011,-5.87E+00,1.651103362994448E+001,,,,
1.188229409803268E+011,-5.94E+00,-2.49E+01,,,,
1.188429476492164E+011,-6.01E+00,-6.54E+01,,,,
1.188629543181060E+011,-5.95E+00,-1.06E+02,,,,
1.188829609869957E+011,-5.89E+00,-1.48E+02,,,,
1.189029676558853E+011,-6.03E+00,1.699667946784421E+002,,,,
1.189229743247749E+011,-6.28E+00,1.291275460721803E+002,,,,
1.189429809936646E+011,-6.44E+00,8.970308035730646E+001,,,,
1.189629876625542E+011,-6.36E+00,5.008702207770513E+001,,,,
1.189829943314438E+011,-6.26E+00,8.977287702210710E+000,,,,
1.190030010003335E+011,-6.38E+00,-3.22E+01,,,,
1.190230076692231E+011,-6.59E+00,-7.20E+01,,,,
1.190430143381127E+011,-6.65E+00,-1.10E+02,,,,
1.190630210070023E+011,-6.45E+00,-1.49E+02,,,,
1.190830276758920E+011,-6.29E+00,1.702681772290031E+002,,,,
1.191030343447816E+011,-6.31E+00,1.291395709415728E+002,,,,
1.191230410136712E+011,-6.50E+00,8.959954162461364E+001,,,,
1.191430476825609E+011,-6.53E+00,5.143969803160931E+001,,,,
1.191630543514505E+011,-6.35E+00,1.269272899210673E+001,,,,
1.191830610203401E+011,-6.16E+00,-2.71E+01,,,,
1.192030676892297E+011,-6.13E+00,-6.75E+01,,,,
1.192230743581194E+011,-6.23E+00,-1.07E+02,,,,
1.192430810270090E+011,-6.19E+00,-1.45E+02,,,,
1.192630876958986E+011,-6.04E+00,1.755054668646976E+002,,,,
1.192830943647883E+011,-5.91E+00,1.352936431299374E+002,,,,
1.193031010336779E+011,-5.97E+00,9.473776575460659E+001,,,,
1.193231077025675E+011,-6.11E+00,5.547850615635890E+001,,,,
1.193431143714572E+011,-6.12E+00,1.661949035475742E+001,,,,
1.193631210403468E+011,-6.00E+00,-2.28E+01,,,,
1.193831277092364E+011,-5.91E+00,-6.34E+01,,,,
1.194031343781260E+011,-6.05E+00,-1.04E+02,,,,
1.194231410470157E+011,-6.22E+00,-1.44E+02,,,,
1.194431477159053E+011,-6.19E+00,1.774287905828431E+002,,,,
1.194631543847949E+011,-6.05E+00,1.372282903060116E+002,,,,
1.194831610536846E+011,-6.05E+00,9.562386769681558E+001,,,,
1.195031677225742E+011,-6.26E+00,5.502064871801139E+001,,,,
1.195231743914638E+011,-6.38E+00,1.577222620485364E+001,,,,
1.195431810603535E+011,-6.26E+00,-2.37E+01,,,,
1.195631877292431E+011,-6.09E+00,-6.48E+01,,,,
1.195831943981327E+011,-6.08E+00,-1.06E+02,,,,
1.196032010670223E+011,-6.24E+00,-1.47E+02,,,,
1.196232077359120E+011,-6.29E+00,1.732868721139459E+002,,,,
1.196432144048016E+011,-6.15E+00,1.334860529113780E+002,,,,
1.196632210736912E+011,-5.94E+00,9.228834571936471E+001,,,,
1.196832277425809E+011,-5.93E+00,5.001121916551492E+001,,,,
1.197032344114705E+011,-6.14E+00,8.857739809636781E+000,,,,
1.197232410803601E+011,-6.27E+00,-3.07E+01,,,,
1.197432477492498E+011,-6.18E+00,-7.00E+01,,,,
1.197632544181394E+011,-5.95E+00,-1.11E+02,,,,
1.197832610870290E+011,-5.86E+00,-1.52E+02,,,,
1.198032677559186E+011,-5.95E+00,1.664549934768493E+002,,,,
1.198232744248083E+011,-6.04E+00,1.261886653587615E+002,,,,
1.198432810936979E+011,-6.00E+00,8.642565124798384E+001,,,,
1.198632877625875E+011,-5.87E+00,4.589766719198873E+001,,,,
1.198832944314772E+011,-5.83E+00,4.903886402369542E+000,,,,
1.199033011003668E+011,-5.94E+00,-3.59E+01,,,,
1.199233077692564E+011,-6.05E+00,-7.56E+01,,,,
1.199433144381461E+011,-5.99E+00,-1.15E+02,,,,
1.199633211070357E+011,-5.86E+00,-1.54E+02,,,,
1.199833277759253E+011,-5.86E+00,1.647997548587243E+002,,,,
1.200033344448149E+011,-5.97E+00,1.247405951773360E+002,,,,
1.200233411137046E+011,-6.00E+00,8.590187147253921E+001,,,,
1.200433477825942E+011,-5.91E+00,4.655574877161185E+001,,,,
1.200633544514838E+011,-5.88E+00,6.320061906847680E+000,,,,
1.200833611203735E+011,-6.02E+00,-3.39E+01,,,,
1.201033677892631E+011,-6.19E+00,-7.24E+01,,,,
1.201233744581527E+011,-6.19E+00,-1.10E+02,,,,
1.201433811270423E+011,-6.05E+00,-1.49E+02,,,,
1.201633877959320E+011,-5.95E+00,1.711357227635843E+002,,,,
1.201833944648216E+011,-6.01E+00,1.312280828968998E+002,,,,
1.202034011337112E+011,-6.13E+00,9.216600158249072E+001,,,,
1.202234078026009E+011,-6.13E+00,5.375390059979637E+001,,,,
1.202434144714905E+011,-6.01E+00,1.464654072914079E+001,,,,
1.202634211403801E+011,-5.95E+00,-2.56E+01,,,,
1.202834278092698E+011,-6.04E+00,-6.58E+01,,,,
1.203034344781594E+011,-6.09E+00,-1.05E+02,,,,
1.203234411470490E+011,-5.99E+00,-1.44E+02,,,,
1.203434478159386E+011,-5.85E+00,1.753001257965114E+002,,,,
1.203634544848283E+011,-5.82E+00,1.340370452583267E+002,,,,
1.203834611537179E+011,-5.91E+00,9.302662595148097E+001,,,,
1.204034678226075E+011,-5.98E+00,5.286784846209221E+001,,,,
1.204234744914972E+011,-5.90E+00,1.266187526691113E+001,,,,
1.204434811603868E+011,-5.80E+00,-2.86E+01,,,,
1.204634878292764E+011,-5.82E+00,-7.03E+01,,,,
1.204834944981661E+011,-5.94E+00,-1.11E+02,,,,
1.205035011670557E+011,-5.98E+00,-1.52E+02,,,,
1.205235078359453E+011,-5.89E+00,1.675234407871610E+002,,,,
1.205435145048350E+011,-5.84E+00,1.257736814912980E+002,,,,
1.205635211737246E+011,-5.97E+00,8.426727568309346E+001,,,,
1.205835278426142E+011,-6.15E+00,4.350223034744717E+001,,,,
1.206035345115038E+011,-6.23E+00,4.121841292729307E+000,,,,
1.206235411803935E+011,-6.11E+00,-3.57E+01,,,,
1.206435478492831E+011,-5.98E+00,-7.68E+01,,,,
1.206635545181727E+011,-6.04E+00,-1.18E+02,,,,
1.206835611870624E+011,-6.19E+00,-1.58E+02,,,,
1.207035678559520E+011,-6.17E+00,1.631110338790853E+002,,,,
1.207235745248416E+011,-5.99E+00,1.233930810254771E+002,,,,
1.207435811937313E+011,-5.84E+00,8.286404605564786E+001,,,,
1.207635878626209E+011,-5.87E+00,4.214761990631960E+001,,,,
1.207835945315105E+011,-5.95E+00,2.636514986508163E+000,,,,
1.208036012004001E+011,-5.88E+00,-3.62E+01,,,,
1.208236078692898E+011,-5.71E+00,-7.56E+01,,,,
1.208436145381794E+011,-5.64E+00,-1.16E+02,,,,
1.208636212070690E+011,-5.75E+00,-1.56E+02,,,,
1.208836278759587E+011,-5.83E+00,1.658898337022450E+002,,,,
1.209036345448483E+011,-5.77E+00,1.277794398970576E+002,,,,
1.209236412137379E+011,-5.60E+00,8.893979862776089E+001,,,,
1.209436478826276E+011,-5.54E+00,4.891225961387094E+001,,,,
1.209636545515172E+011,-5.62E+00,9.384009970416196E+000,,,,
1.209836612204068E+011,-5.71E+00,-2.93E+01,,,,
1.210036678892964E+011,-5.68E+00,-6.78E+01,,,,
1.210236745581861E+011,-5.57E+00,-1.07E+02,,,,
1.210436812270757E+011,-5.55E+00,-1.47E+02,,,,
1.210636878959653E+011,-5.61E+00,1.735869269513194E+002,,,,
1.210836945648550E+011,-5.61E+00,1.343711382955228E+002,,,,
1.211037012337446E+011,-5.51E+00,9.446571833252457E+001,,,,
1.211237079026342E+011,-5.43E+00,5.346964390540141E+001,,,,
1.211437145715238E+011,-5.55E+00,1.238787193397662E+001,,,,
1.211637212404135E+011,-5.69E+00,-2.76E+01,,,,
1.211837279093031E+011,-5.67E+00,-6.69E+01,,,,
1.212037345781927E+011,-5.44E+00,-1.07E+02,,,,
1.212237412470824E+011,-5.32E+00,-1.49E+02,,,,
1.212437479159720E+011,-5.41E+00,1.687875916724026E+002,,,,
1.212637545848616E+011,-5.55E+00,1.279090560401449E+002,,,,
1.212837612537513E+011,-5.58E+00,8.748301871074614E+001,,,,
1.213037679226409E+011,-5.49E+00,4.649432008577469E+001,,,,
1.213237745915305E+011,-5.50E+00,4.707635417370310E+000,,,,
1.213437812604201E+011,-5.64E+00,-3.67E+01,,,,
1.213637879293098E+011,-5.81E+00,-7.73E+01,,,,
1.213837945981994E+011,-5.84E+00,-1.17E+02,,,,
1.214038012670890E+011,-5.75E+00,-1.58E+02,,,,
1.214238079359787E+011,-5.74E+00,1.609807225102488E+002,,,,
1.214438146048683E+011,-5.88E+00,1.199827259550807E+002,,,,
1.214638212737579E+011,-6.06E+00,8.010989170951206E+001,,,,
1.214838279426476E+011,-6.04E+00,4.127454247313104E+001,,,,
1.215038346115372E+011,-5.91E+00,1.343352382006998E+000,,,,
1.215238412804268E+011,-5.82E+00,-3.90E+01,,,,
1.215438479493164E+011,-5.87E+00,-7.94E+01,,,,
1.215638546182061E+011,-5.94E+00,-1.19E+02,,,,
1.215838612870957E+011,-5.87E+00,-1.58E+02,,,,
1.216038679559853E+011,-5.72E+00,1.627973154977121E+002,,,,
1.216238746248750E+011,-5.63E+00,1.226928617924118E+002,,,,
1.216438812937646E+011,-5.66E+00,8.271778659888140E+001,,,,
1.216638879626542E+011,-5.72E+00,4.379081099681741E+001,,,,
1.216838946315439E+011,-5.63E+00,4.892919736262957E+000,,,,
1.217039013004335E+011,-5.52E+00,-3.48E+01,,,,
1.217239079693231E+011,-5.53E+00,-7.47E+01,,,,
1.217439146382127E+011,-5.66E+00,-1.14E+02,,,,
1.217639213071024E+011,-5.61E+00,-1.52E+02,,,,
1.217839279759920E+011,-5.47E+00,1.686842486488355E+002,,,,
1.218039346448816E+011,-5.37E+00,1.284128618045406E+002,,,,
1.218239413137713E+011,-5.44E+00,8.779177713922792E+001,,,,
1.218439479826609E+011,-5.62E+00,4.860592707372406E+001,,,,
1.218639546515505E+011,-5.64E+00,9.922404696213503E+000,,,,
1.218839613204402E+011,-5.52E+00,-2.94E+01,,,,
1.219039679893298E+011,-5.42E+00,-7.00E+01,,,,
1.219239746582194E+011,-5.55E+00,-1.11E+02,,,,
1.219439813271090E+011,-5.66E+00,-1.50E+02,,,,
1.219639879959987E+011,-5.60E+00,1.707643623725009E+002,,,,
1.219839946648883E+011,-5.44E+00,1.308192838220582E+002,,,,
1.220040013337779E+011,-5.33E+00,8.965065164661304E+001,,,,
1.220240080026676E+011,-5.41E+00,4.851744299114475E+001,,,,
1.220440146715572E+011,-5.47E+00,8.381241101253636E+000,,,,
1.220640213404468E+011,-5.44E+00,-3.16E+01,,,,
1.220840280093364E+011,-5.34E+00,-7.22E+01,,,,
1.221040346782261E+011,-5.30E+00,-1.14E+02,,,,
1.221240413471157E+011,-5.37E+00,-1.54E+02,,,,
1.221440480160053E+011,-5.41E+00,1.651039863107997E+002,,,,
1.221640546848950E+011,-5.36E+00,1.248119807120599E+002,,,,
1.221840613537846E+011,-5.23E+00,8.376556157164731E+001,,,,
1.222040680226742E+011,-5.21E+00,4.203359679174554E+001,,,,
1.222240746915639E+011,-5.31E+00,8.220396424317928E-001,,,,
1.222440813604535E+011,-5.41E+00,-3.98E+01,,,,
1.222640880293431E+011,-5.43E+00,-7.98E+01,,,,
1.222840946982327E+011,-5.38E+00,-1.20E+02,,,,
1.223041013671224E+011,-5.43E+00,-1.61E+02,,,,
1.223241080360120E+011,-5.43E+00,1.584953528515424E+002,,,,
1.223441147049016E+011,-5.45E+00,1.181570415324537E+002,,,,
1.223641213737913E+011,-5.42E+00,7.787326800156295E+001,,,,
1.223841280426809E+011,-5.41E+00,3.731124508824914E+001,,,,
1.224041347115705E+011,-5.47E+00,-2.91E+00,,,,
1.224241413804602E+011,-5.54E+00,-4.28E+01,,,,
1.224441480493498E+011,-5.57E+00,-8.21E+01,,,,
1.224641547182394E+011,-5.51E+00,-1.21E+02,,,,
1.224841613871290E+011,-5.44E+00,-1.61E+02,,,,
1.225041680560187E+011,-5.38E+00,1.592666824887567E+002,,,,
1.225241747249083E+011,-5.38E+00,1.195699584603622E+002,,,,
1.225441813937979E+011,-5.38E+00,8.029476150345047E+001,,,,
1.225641880626876E+011,-5.30E+00,4.095365542460242E+001,,,,
1.225841947315772E+011,-5.22E+00,1.227188579777822E+000,,,,
1.226042014004668E+011,-5.23E+00,-3.89E+01,,,,
1.226242080693565E+011,-5.33E+00,-7.84E+01,,,,
1.226442147382461E+011,-5.38E+00,-1.17E+02,,,,
1.226642214071357E+011,-5.29E+00,-1.56E+02,,,,
1.226842280760253E+011,-5.21E+00,1.636549326809399E+002,,,,
1.227042347449150E+011,-5.25E+00,1.229302755961965E+002,,,,
1.227242414138046E+011,-5.40E+00,8.308820984436818E+001,,,,
1.227442480826942E+011,-5.47E+00,4.388139060982654E+001,,,,
1.227642547515839E+011,-5.41E+00,4.868946800221923E+000,,,,
1.227842614204735E+011,-5.28E+00,-3.50E+01,,,,
1.228042680893631E+011,-5.24E+00,-7.60E+01,,,,
1.228242747582528E+011,-5.27E+00,-1.17E+02,,,,
1.228442814271424E+011,-5.28E+00,-1.57E+02,,,,
1.228642880960320E+011,-5.25E+00,1.625376038562216E+002,,,,
1.228842947649217E+011,-5.27E+00,1.212671241361899E+002,,,,
1.229043014338113E+011,-5.38E+00,8.041797288334358E+001,,,,
1.229243081027009E+011,-5.49E+00,4.023327913261674E+001,,,,
1.229443147715905E+011,-5.50E+00,3.874410826242412E-001,,,,
1.229643214404802E+011,-5.41E+00,-4.01E+01,,,,
1.229843281093698E+011,-5.35E+00,-8.12E+01,,,,
1.230043347782594E+011,-5.38E+00,-1.22E+02,,,,
1.230243414471491E+011,-5.43E+00,-1.63E+02,,,,
1.230443481160387E+011,-5.43E+00,1.563647491935623E+002,,,,
1.230643547849283E+011,-5.40E+00,1.153740164477092E+002,,,,
1.230843614538179E+011,-5.45E+00,7.433366919588761E+001,,,,
1.231043681227076E+011,-5.59E+00,3.387855141026478E+001,,,,
1.231243747915972E+011,-5.65E+00,-5.57E+00,,,,
1.231443814604868E+011,-5.56E+00,-4.51E+01,,,,
1.231643881293765E+011,-5.43E+00,-8.52E+01,,,,
1.231843947982661E+011,-5.36E+00,-1.26E+02,,,,
1.232044014671557E+011,-5.37E+00,-1.66E+02,,,,
1.232244081360454E+011,-5.35E+00,1.546006337546403E+002,,,,
1.232444148049350E+011,-5.27E+00,1.148634735751016E+002,,,,
1.232644214738246E+011,-5.20E+00,7.496322873687211E+001,,,,
1.232844281427142E+011,-5.18E+00,3.485789316906396E+001,,,,
1.233044348116039E+011,-5.22E+00,-4.87E+00,,,,
1.233244414804935E+011,-5.23E+00,-4.43E+01,,,,
1.233444481493831E+011,-5.21E+00,-8.39E+01,,,,
1.233644548182728E+011,-5.24E+00,-1.24E+02,,,,
1.233844614871624E+011,-5.35E+00,-1.63E+02,,,,
1.234044681560520E+011,-5.42E+00,1.576516443287250E+002,,,,
1.234244748249417E+011,-5.39E+00,1.185859146980347E+002,,,,
1.234444814938313E+011,-5.32E+00,7.889809633174696E+001,,,,
1.234644881627209E+011,-5.33E+00,3.862599286291109E+001,,,,
1.234844948316105E+011,-5.47E+00,-1.20E+00,,,,
1.235045015005002E+011,-5.53E+00,-4.03E+01,,,,
1.235245081693898E+011,-5.50E+00,-7.97E+01,,,,
1.235445148382794E+011,-5.40E+00,-1.20E+02,,,,
1.235645215071691E+011,-5.37E+00,-1.60E+02,,,,
1.235845281760587E+011,-5.44E+00,1.595955082954369E+002,,,,
1.236045348449483E+011,-5.45E+00,1.199656671920264E+002,,,,
1.236245415138380E+011,-5.39E+00,8.005166536099313E+001,,,,
1.236445481827276E+011,-5.29E+00,3.930811922263202E+001,,,,
1.236645548516172E+011,-5.28E+00,-1.95E+00,,,,
1.236845615205068E+011,-5.36E+00,-4.26E+01,,,,
1.237045681893965E+011,-5.37E+00,-8.30E+01,,,,
1.237245748582861E+011,-5.35E+00,-1.23E+02,,,,
1.237445815271757E+011,-5.28E+00,-1.64E+02,,,,
1.237645881960654E+011,-5.27E+00,1.542464457897043E+002,,,,
1.237845948649550E+011,-5.37E+00,1.132922837927233E+002,,,,
1.238046015338446E+011,-5.45E+00,7.322931419318790E+001,,,,
1.238246082027343E+011,-5.41E+00,3.301967459792198E+001,,,,
1.238446148716239E+011,-5.37E+00,-7.77E+00,,,,
1.238646215405135E+011,-5.48E+00,-4.82E+01,,,,
1.238846282094031E+011,-5.53E+00,-8.76E+01,,,,
1.239046348782928E+011,-5.45E+00,-1.27E+02,,,,
1.239246415471824E+011,-5.32E+00,-1.67E+02,,,,
1.239446482160720E+011,-5.27E+00,1.516169250743064E+002,,,,
1.239646548849617E+011,-5.33E+00,1.110835361686941E+002,,,,
1.239846615538513E+011,-5.45E+00,7.126645730119704E+001,,,,
1.240046682227409E+011,-5.48E+00,3.211256578711519E+001,,,,
1.240246748916305E+011,-5.36E+00,-6.96E+00,,,,
1.240446815605202E+011,-5.25E+00,-4.72E+01,,,,
1.240646882294098E+011,-5.21E+00,-8.76E+01,,,,
1.240846948982994E+011,-5.24E+00,-1.28E+02,,,,
1.241047015671891E+011,-5.29E+00,-1.67E+02,,,,
1.241247082360787E+011,-5.27E+00,1.529374489201766E+002,,,,
1.241447149049683E+011,-5.20E+00,1.129079929644036E+002,,,,
1.241647215738580E+011,-5.28E+00,7.235774026687464E+001,,,,
1.241847282427476E+011,-5.41E+00,3.308883171820688E+001,,,,
1.242047349116372E+011,-5.40E+00,-5.66E+00,,,,
1.242247415805268E+011,-5.21E+00,-4.49E+01,,,,
1.242447482494165E+011,-5.05E+00,-8.57E+01,,,,
1.242647549183061E+011,-5.08E+00,-1.27E+02,,,,
1.242847615871957E+011,-5.15E+00,-1.67E+02,,,,
1.243047682560854E+011,-5.17E+00,1.531070718142877E+002,,,,
1.243247749249750E+011,-5.14E+00,1.129751801821280E+002,,,,
1.243447815938646E+011,-5.20E+00,7.240679302939486E+001,,,,
1.243647882627543E+011,-5.31E+00,3.230011510324714E+001,,,,
1.243847949316439E+011,-5.37E+00,-7.21E+00,,,,
1.244048016005335E+011,-5.31E+00,-4.66E+01,,,,
1.244248082694231E+011,-5.21E+00,-8.68E+01,,,,
1.244448149383128E+011,-5.20E+00,-1.28E+02,,,,
1.244648216072024E+011,-5.27E+00,-1.68E+02,,,,
1.244848282760920E+011,-5.35E+00,1.519879433847229E+002,,,,
1.245048349449817E+011,-5.32E+00,1.125695378428080E+002,,,,
1.245248416138713E+011,-5.21E+00,7.222515953966040E+001,,,,
1.245448482827609E+011,-5.17E+00,3.132042762489398E+001,,,,
1.245648549516505E+011,-5.23E+00,-9.40E+00,,,,
1.245848616205402E+011,-5.36E+00,-4.93E+01,,,,
1.246048682894298E+011,-5.26E+00,-8.86E+01,,,,
1.246248749583194E+011,-5.14E+00,-1.29E+02,,,,
1.246448816272091E+011,-5.14E+00,-1.70E+02,,,,
1.246648882960987E+011,-5.32E+00,1.488863661379753E+002,,,,
1.246848949649883E+011,-5.43E+00,1.099051434464499E+002,,,,
1.247049016338780E+011,-5.32E+00,7.042341434264847E+001,,,,
1.247249083027676E+011,-5.25E+00,2.972705650314078E+001,,,,
1.247449149716572E+011,-5.32E+00,-1.11E+01,,,,
1.247649216405468E+011,-5.51E+00,-5.10E+01,,,,
1.247849283094365E+011,-5.50E+00,-8.96E+01,,,,
1.248049349783261E+011,-5.36E+00,-1.29E+02,,,,
1.248249416472157E+011,-5.24E+00,-1.70E+02,,,,
1.248449483161054E+011,-5.27E+00,1.487638823492236E+002,,,,
1.248649549849950E+011,-5.39E+00,1.089992522488896E+002,,,,
1.248849616538846E+011,-5.34E+00,6.896891921634686E+001,,,,
1.249049683227743E+011,-5.34E+00,2.829576248568503E+001,,,,
1.249249749916639E+011,-5.41E+00,-1.21E+01,,,,
1.249449816605535E+011,-5.55E+00,-5.21E+01,,,,
1.249649883294432E+011,-5.60E+00,-9.13E+01,,,,
1.249849949983328E+011,-5.54E+00,-1.31E+02,,,,
1.250050016672224E+011,-5.49E+00,-1.71E+02,,,,
1.250250083361120E+011,-5.51E+00,1.486035572401220E+002,,,,
1.250450150050017E+011,-5.63E+00,1.094798201585982E+002,,,,
1.250650216738913E+011,-5.49E+00,7.010994946144577E+001,,,,
1.250850283427809E+011,-5.40E+00,2.987307395449111E+001,,,,
1.251050350116706E+011,-5.35E+00,-1.03E+01,,,,
1.251250416805602E+011,-5.35E+00,-5.08E+01,,,,
1.251450483494498E+011,-5.36E+00,-9.02E+01,,,,
1.251650550183395E+011,-5.27E+00,-1.30E+02,,,,
1.251850616872291E+011,-5.20E+00,-1.71E+02,,,,
1.252050683561187E+011,-5.22E+00,1.486807073698628E+002,,,,
1.252250750250083E+011,-5.37E+00,1.086341058248041E+002,,,,
1.252450816938980E+011,-5.38E+00,6.954145341722273E+001,,,,
1.252650883627876E+011,-5.28E+00,3.006577797649555E+001,,,,
1.252850950316772E+011,-5.13E+00,-1.01E+01,,,,
1.253051017005669E+011,-5.10E+00,-5.11E+01,,,,
1.253251083694565E+011,-5.22E+00,-9.14E+01,,,,
1.253451150383461E+011,-5.29E+00,-1.31E+02,,,,
1.253651217072358E+011,-5.23E+00,-1.70E+02,,,,
1.253851283761254E+011,-5.07E+00,1.500582826587607E+002,,,,
1.254051350450150E+011,-4.99E+00,1.091205709514026E+002,,,,
1.254251417139046E+011,-5.02E+00,6.887831769341720E+001,,,,
1.254451483827943E+011,-5.04E+00,2.853064974054788E+001,,,,
1.254651550516839E+011,-5.02E+00,-1.14E+01,,,,
1.254851617205735E+011,-4.97E+00,-5.17E+01,,,,
1.255051683894632E+011,-4.98E+00,-9.21E+01,,,,
1.255251750583528E+011,-4.99E+00,-1.33E+02,,,,
1.255451817272424E+011,-5.00E+00,-1.73E+02,,,,
1.255651883961321E+011,-4.97E+00,1.474491368448289E+002,,,,
1.255851950650217E+011,-4.92E+00,1.069186412074136E+002,,,,
1.256052017339113E+011,-4.92E+00,6.605362808333162E+001,,,,
1.256252084028009E+011,-4.98E+00,2.550142558430112E+001,,,,
1.256452150716906E+011,-5.03E+00,-1.45E+01,,,,
1.256652217405802E+011,-5.03E+00,-5.47E+01,,,,
1.256852284094698E+011,-5.01E+00,-9.51E+01,,,,
1.257052350783595E+011,-4.98E+00,-1.35E+02,,,,
1.257252417472491E+011,-4.96E+00,-1.76E+02,,,,
1.257452484161387E+011,-4.93E+00,1.437721408847495E+002,,,,
1.257652550850284E+011,-4.90E+00,1.032034285498569E+002,,,,
1.257852617539180E+011,-4.90E+00,6.259415104281512E+001,,,,
1.258052684228076E+011,-4.94E+00,2.205517269634965E+001,,,,
1.258252750916972E+011,-4.97E+00,-1.82E+01,,,,
1.258452817605869E+011,-4.97E+00,-5.83E+01,,,,
1.258652884294765E+011,-4.92E+00,-9.86E+01,,,,
1.258852950983661E+011,-4.92E+00,-1.39E+02,,,,
1.259053017672558E+011,-4.96E+00,-1.80E+02,,,,
1.259253084361454E+011,-5.01E+00,1.407523380598494E+002,,,,
1.259453151050350E+011,-5.01E+00,1.010323754846712E+002,,,,
1.259653217739246E+011,-4.95E+00,6.079425569533346E+001,,,,
1.259853284428143E+011,-4.94E+00,2.025959778774158E+001,,,,
1.260053351117039E+011,-5.01E+00,-2.02E+01,,,,
1.260253417805935E+011,-5.08E+00,-6.00E+01,,,,
1.260453484494832E+011,-5.04E+00,-9.94E+01,,,,
1.260653551183728E+011,-4.96E+00,-1.40E+02,,,,
1.260853617872624E+011,-4.92E+00,-1.80E+02,,,,
1.261053684561521E+011,-5.00E+00,1.394200384724098E+002,,,,
1.261253751250417E+011,-5.08E+00,9.952470161685636E+001,,,,
1.261453817939313E+011,-5.09E+00,5.967982610621088E+001,,,,
1.261653884628209E+011,-5.10E+00,1.959651091585335E+001,,,,
1.261853951317106E+011,-5.17E+00,-2.09E+01,,,,
1.262054018006002E+011,-5.33E+00,-6.08E+01,,,,
1.262254084694898E+011,-5.44E+00,-9.96E+01,,,,
1.262454151383795E+011,-5.42E+00,-1.39E+02,,,,
1.262654218072691E+011,-5.37E+00,-1.78E+02,,,,
1.262854284761587E+011,-5.30E+00,1.418224391363308E+002,,,,
1.263054351450484E+011,-5.27E+00,1.019087744943692E+002,,,,
1.263254418139380E+011,-5.24E+00,6.169125619674072E+001,,,,
1.263454484828276E+011,-5.21E+00,2.165638024270674E+001,,,,
1.263654551517172E+011,-5.20E+00,-1.87E+01,,,,
1.263854618206069E+011,-5.23E+00,-5.90E+01,,,,
1.264054684894965E+011,-5.26E+00,-9.93E+01,,,,
1.264254751583861E+011,-5.24E+00,-1.39E+02,,,,
1.264454818272758E+011,-5.19E+00,-1.80E+02,,,,
1.264654884961654E+011,-5.19E+00,1.395273666312190E+002,,,,
1.264854951650550E+011,-5.31E+00,9.869802424010074E+001,,,,
1.265055018339446E+011,-5.43E+00,5.908719599322235E+001,,,,
1.265255085028343E+011,-5.41E+00,1.945106112715003E+001,,,,
1.265455151717239E+011,-5.32E+00,-2.04E+01,,,,
1.265655218406135E+011,-5.22E+00,-6.09E+01,,,,
1.265855285095032E+011,-5.19E+00,-1.02E+02,,,,
1.266055351783928E+011,-5.21E+00,-1.42E+02,,,,
1.266255418472824E+011,-5.23E+00,1.773145311255452E+002,,,,
1.266455485161721E+011,-5.21E+00,1.370538807069133E+002,,,,
1.266655551850617E+011,-5.19E+00,9.688128073525064E+001,,,,
1.266855618539513E+011,-5.17E+00,5.651790832911581E+001,,,,
1.267055685228409E+011,-5.18E+00,1.616249317827624E+001,,,,
1.267255751917306E+011,-5.18E+00,-2.40E+01,,,,
1.267455818606202E+011,-5.17E+00,-6.41E+01,,,,
1.267655885295098E+011,-5.19E+00,-1.04E+02,,,,
1.267855951983995E+011,-5.22E+00,-1.44E+02,,,,
1.268056018672891E+011,-5.24E+00,1.758812322282367E+002,,,,
1.268256085361787E+011,-5.20E+00,1.363789902002476E+002,,,,
1.268456152050684E+011,-5.10E+00,9.646099598741117E+001,,,,
1.268656218739580E+011,-5.05E+00,5.616277408673750E+001,,,,
1.268856285428476E+011,-5.04E+00,1.599046292792769E+001,,,,
1.269056352117372E+011,-5.01E+00,-2.40E+01,,,,
1.269256418806269E+011,-4.96E+00,-6.44E+01,,,,
1.269456485495165E+011,-4.96E+00,-1.05E+02,,,,
1.269656552184061E+011,-5.01E+00,-1.46E+02,,,,
1.269856618872958E+011,-5.14E+00,1.743006647407817E+002,,,,
1.270056685561854E+011,-5.21E+00,1.350159530836337E+002,,,,
1.270256752250750E+011,-5.16E+00,9.575430101078729E+001,,,,
1.270456818939647E+011,-5.08E+00,5.564212741861071E+001,,,,
