freq[Hz]	db:Trc1_S21	ang:Trc1_S21
1.488000000000000E+011	-7.058456307434191E+000	-1.304506068228505E+002
1.488500000000000E+011	-6.898944714263966E+000	9.292695309577775E+001
1.489000000000000E+011	-6.693649405046388E+000	-4.275407762622611E+001
1.489500000000000E+011	-7.136043806300148E+000	-1.782962122842905E+002
1.490000000000000E+011	-6.964076631254504E+000	4.218537932446699E+001
1.490500000000000E+011	-6.926826834373978E+000	-9.380708736522124E+001
1.491000000000000E+011	-6.728233940227754E+000	1.310008156200866E+002
1.491500000000000E+011	-7.064353234969745E+000	-4.666664689832985E+000
1.492000000000000E+011	-6.993449593294224E+000	-1.440685072072099E+002
1.492500000000000E+011	-6.614644768194217E+000	8.077606837009394E+001
1.493000000000000E+011	-6.629393483630579E+000	-5.459778179349937E+001
1.493500000000000E+011	-6.871574647401839E+000	1.703086138947516E+002
1.494000000000000E+011	-7.005092092764237E+000	3.120254753998210E+001
1.494500000000000E+011	-6.567720602121769E+000	-1.053525324106197E+002
1.495000000000000E+011	-6.459724598694828E+000	1.197952852710388E+002
1.495500000000000E+011	-6.640819159555000E+000	-1.555365433618354E+001
1.496000000000000E+011	-6.810664193293833E+000	-1.536022921010560E+002
1.496500000000000E+011	-6.635264927713624E+000	6.724237581188440E+001
1.497000000000000E+011	-6.490973562344813E+000	-6.782719950648236E+001
1.497500000000000E+011	-6.577089516228858E+000	1.564483267647977E+002
1.498000000000000E+011	-6.644473833751476E+000	2.173619099852794E+001
1.498500000000000E+011	-6.806197539545544E+000	-1.175121612207958E+002
1.499000000000000E+011	-6.536572286532683E+000	1.058576165711152E+002
1.499500000000000E+011	-6.512473926224127E+000	-3.043816740280405E+001
1.500000000000000E+011	-6.629630496153020E+000	-1.660052397387010E+002
1.500500000000000E+011	-6.799397093965313E+000	5.557070592784726E+001
1.501000000000000E+011	-6.606658549497821E+000	-8.251777374335235E+001
1.501500000000000E+011	-6.578384817265902E+000	1.425678204272739E+002
1.502000000000000E+011	-6.597093757674526E+000	7.690102745394022E+000
1.502500000000000E+011	-6.870590669277246E+000	-1.286577490354692E+002
1.503000000000000E+011	-6.822140112849894E+000	9.181177752426268E+001
1.503500000000000E+011	-6.544108442784229E+000	-4.219279516014122E+001
1.504000000000000E+011	-6.607070242999505E+000	-1.768315545364711E+002
1.504500000000000E+011	-6.958492992708128E+000	4.704348728724790E+001
1.505000000000000E+011	-7.088291557076629E+000	-9.247181471389514E+001
1.505500000000000E+011	-6.719932539070141E+000	1.306185103501612E+002
1.506000000000000E+011	-6.596589183453617E+000	-3.528585570356764E+000
1.506500000000000E+011	-6.991572622998913E+000	-1.383072455315211E+002
1.507000000000000E+011	-7.195041266788696E+000	8.155436427007763E+001
1.507500000000000E+011	-6.815187047472102E+000	-5.687471661357828E+001
1.508000000000000E+011	-6.562832855612491E+000	1.686208578955882E+002
1.508500000000000E+011	-6.786915732950876E+000	3.436585438982694E+001
1.509000000000000E+011	-7.348178009993582E+000	-1.040226755997431E+002
1.509500000000000E+011	-6.892544598441551E+000	1.173219557284031E+002
1.510000000000000E+011	-6.718845462059458E+000	-1.840265774979707E+001
1.510500000000000E+011	-6.566712621842712E+000	-1.518847773616475E+002
1.511000000000000E+011	-7.243249016937322E+000	7.153515634524413E+001
1.511500000000000E+011	-7.045293496726888E+000	-6.818770959549822E+001
1.512000000000000E+011	-6.774337070021581E+000	1.561285117094101E+002
1.512500000000000E+011	-6.769947871018105E+000	2.283968473062998E+001
1.513000000000000E+011	-7.080797209700060E+000	-1.125316913729657E+002
1.513500000000000E+011	-7.228426474816465E+000	1.071685592810919E+002
1.514000000000000E+011	-6.967399915110599E+000	-2.828387117687431E+001
1.514500000000000E+011	-6.883481484820953E+000	-1.636096518847096E+002
1.515000000000000E+011	-7.110125667395109E+000	6.174015045233328E+001
1.515500000000000E+011	-7.347190503417416E+000	-7.711626075323918E+001
1.516000000000000E+011	-7.078238464621338E+000	1.458209456281828E+002
1.516500000000000E+011	-7.016300349872773E+000	1.090573658640151E+001
1.517000000000000E+011	-7.007993241640794E+000	-1.247055338113455E+002
1.517500000000000E+011	-7.330513466347661E+000	9.854996104506998E+001
1.518000000000000E+011	-7.072946190690626E+000	-3.961957605095602E+001
1.518500000000000E+011	-7.066801694343292E+000	-1.753084646102148E+002
1.519000000000000E+011	-7.101525230221452E+000	4.923401662400116E+001
1.519500000000000E+011	-7.222922812682349E+000	-8.699965445141714E+001
1.520000000000000E+011	-7.069697810902582E+000	1.356623413678649E+002
1.520500000000000E+011	-6.868210544107180E+000	-1.759254267163167E-001
1.521000000000000E+011	-6.980569753911883E+000	-1.362353043658910E+002
1.521500000000000E+011	-7.094965213731564E+000	8.769238151478582E+001
1.522000000000000E+011	-7.066940651471333E+000	-4.973346125850878E+001
1.522500000000000E+011	-6.803571393812791E+000	1.746435430972602E+002
1.523000000000000E+011	-6.895985652178822E+000	3.992332036098887E+001
1.523500000000000E+011	-6.938418515157323E+000	-9.660912681906702E+001
1.524000000000000E+011	-7.113226500949011E+000	1.256714938770518E+002
1.524500000000000E+011	-6.835692819167103E+000	-1.156301976027423E+001
1.525000000000000E+011	-6.739184695816141E+000	-1.469701736826392E+002
1.525500000000000E+011	-6.883358703193644E+000	7.678773283757025E+001
1.526000000000000E+011	-7.095921921838513E+000	-6.066214884461675E+001
1.526500000000000E+011	-6.984453708356788E+000	1.604524789781793E+002
1.527000000000000E+011	-6.733157986517330E+000	2.418439932139163E+001
1.527500000000000E+011	-6.821772289732148E+000	-1.110370552717326E+002
1.528000000000000E+011	-7.104567029662662E+000	1.127941646150699E+002
1.528500000000000E+011	-7.247831691312058E+000	-2.570164107321615E+001
1.529000000000000E+011	-6.881822367701840E+000	-1.617535285165238E+002
1.529500000000000E+011	-6.862804520489255E+000	6.378543083309224E+001
1.530000000000000E+011	-7.023684406565996E+000	-7.133998070201962E+001
1.530500000000000E+011	-7.309306112364220E+000	1.507508347425417E+002
1.531000000000000E+011	-6.973472710824623E+000	1.355620660504222E+001
1.531500000000000E+011	-6.923385835647594E+000	-1.211410569324388E+002
1.532000000000000E+011	-7.067276637580025E+000	1.035929415880448E+002
1.532500000000000E+011	-7.408390978552207E+000	-3.383465091473597E+001
1.533000000000000E+011	-7.215156585000705E+000	-1.719600040386894E+002
1.533500000000000E+011	-7.083400157854615E+000	5.268026551723738E+001
1.534000000000000E+011	-7.204586592083714E+000	-8.315784058724076E+001
1.534500000000000E+011	-7.505240821065968E+000	1.402715494308411E+002
1.535000000000000E+011	-7.478233082138887E+000	1.681257318385316E+000
1.535500000000000E+011	-7.403681145366118E+000	-1.338642129333126E+002
1.536000000000000E+011	-7.447642421699396E+000	9.014338914777994E+001
1.536500000000000E+011	-7.649495987487691E+000	-4.537205873565434E+001
1.537000000000000E+011	-7.710963945110947E+000	1.766492927414866E+002
1.537500000000000E+011	-7.580885160924130E+000	4.080987601101829E+001
1.538000000000000E+011	-7.728355910338046E+000	-9.438595043790487E+001
1.538500000000000E+011	-7.796702175790419E+000	1.294190351744638E+002
1.539000000000000E+011	-7.860434122647377E+000	-6.114299166252398E+000
1.539500000000000E+011	-7.719803760080955E+000	-1.417247507960222E+002
1.540000000000000E+011	-7.908659687821738E+000	8.304381484743752E+001
1.540500000000000E+011	-8.086236470599587E+000	-5.313812687922378E+001
